Run ID,Stem,Backbone Architecture,manual_aug_1,manual_aug_2,manual_aug_3,manual_aug_4,manual_aug_5,manual_aug_6,manual_aug_7,manual_aug_8,manual_aug_9,manual_aug_10,manual_aug_11,manual_aug_12,manual_aug_13,manual_aug_14,aug_policy_1,aug_policy_2,aug_policy_3,img_dim,ID Class Count,OverParam. Level,Depth,Backbone Top-1 Accuracy,Probe Architecture,% OOD Performance Retained,Pearson Correlation,ID/OOD Alignment
"backbone_resnet18+imagenet-100+man_aug[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]+policy_aug[0, 0, 0]",7,resnet18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,100,107.95973076923077,2,64.83076923076923,lp1,100,1,1285.2107021029565
